Epoch,distance,VAL,FAR
0,0.2,0.29959183673469386,0.3252
0,0.7,0.8318367346938775,0.7084
0,1.2,1.0,0.998
0,1.7,1.0,1.0
1,0.2,0.19755102040816327,0.0
1,0.7,0.6530612244897959,0.0148
1,1.2,0.8922448979591837,0.2364
1,1.7,0.9861224489795918,0.7736
2,0.2,0.21551020408163266,0.0
2,0.7,0.6440816326530612,0.048
2,1.2,0.7951020408163265,0.1808
2,1.7,0.9673469387755103,0.3404
3,0.2,0.21714285714285714,0.0
3,0.7,0.603265306122449,0.056
3,1.2,0.8922448979591837,0.12
3,1.7,0.9730612244897959,0.4988
4,0.2,0.24244897959183673,0.0
4,0.7,0.6685714285714286,0.028
4,1.2,0.8620408163265306,0.5352
4,1.7,0.9338775510204081,0.9776
5,0.2,0.1910204081632653,0.0
5,0.7,0.6579591836734694,0.0
5,1.2,0.8775510204081632,0.0356
5,1.7,0.9918367346938776,0.3032
6,0.2,0.18040816326530612,0.0
6,0.7,0.4881632653061225,0.0208
6,1.2,0.7681632653061224,0.18
6,1.7,0.8873469387755102,0.322
7,0.2,0.21142857142857144,0.0
7,0.7,0.47591836734693876,0.014
7,1.2,0.8995918367346939,0.5788
7,1.7,1.0,0.8852
8,0.2,0.10204081632653061,0.0
8,0.7,0.5028571428571429,0.0008
8,1.2,0.9518367346938775,0.0524
8,1.7,0.9983673469387755,0.636
9,0.2,0.14857142857142858,0.0
9,0.7,0.626938775510204,0.0096
9,1.2,0.986938775510204,0.1648
9,1.7,1.0,0.8608
10,0.2,0.13795918367346938,0.0
10,0.7,0.49142857142857144,0.0
10,1.2,0.8702040816326531,0.2552
10,1.7,1.0,0.6628
11,0.2,0.14530612244897959,0.0
11,0.7,0.5779591836734694,0.0
11,1.2,0.9526530612244898,0.0
11,1.7,1.0,0.0076
12,0.2,0.12408163265306123,0.0
12,0.7,0.5787755102040816,0.0032
12,1.2,0.9248979591836735,0.0204
12,1.7,0.9861224489795918,0.0612
13,0.2,0.1436734693877551,0.0
13,0.7,0.7885714285714286,0.0
13,1.2,0.9934693877551021,0.0028
13,1.7,1.0,0.0972
14,0.2,0.13714285714285715,0.0
14,0.7,0.7004081632653061,0.002
14,1.2,0.9420408163265306,0.0312
14,1.7,0.9975510204081632,0.2892
15,0.2,0.15183673469387754,0.0
15,0.7,0.4146938775510204,0.0
15,1.2,0.8024489795918367,0.0312
15,1.7,0.9469387755102041,0.0616
16,0.2,0.16326530612244897,0.0
16,0.7,0.5942857142857143,0.0
16,1.2,0.8857142857142857,0.0072
16,1.7,0.9820408163265306,0.0288
17,0.2,0.1689795918367347,0.0
17,0.7,0.3926530612244898,0.002
17,1.2,0.7036734693877551,0.0168
17,1.7,0.9093877551020408,0.0416
18,0.2,0.15183673469387754,0.0
18,0.7,0.5689795918367347,0.0
18,1.2,0.9102040816326531,0.0004
18,1.7,0.9934693877551021,0.004
19,0.2,0.11428571428571428,0.0
19,0.7,0.3820408163265306,0.0092
19,1.2,0.7069387755102041,0.0736
19,1.7,0.9714285714285714,0.3412
20,0.2,0.20489795918367346,0.0
20,0.7,0.7379591836734694,0.0
20,1.2,1.0,0.1352
20,1.7,1.0,0.7912
21,0.2,0.1673469387755102,0.0
21,0.7,0.4775510204081633,0.036
21,1.2,0.7853061224489796,0.2504
21,1.7,0.9877551020408163,0.5784
22,0.2,0.15428571428571428,0.0
22,0.7,0.5322448979591837,0.0
22,1.2,0.9559183673469388,0.0036
22,1.7,0.9983673469387755,0.0704
23,0.2,0.16163265306122448,0.0
23,0.7,0.4514285714285714,0.0
23,1.2,0.7346938775510204,0.0816
23,1.7,0.9518367346938775,0.5268
24,0.2,0.22285714285714286,0.0
24,0.7,0.7118367346938775,0.0
24,1.2,0.986938775510204,0.0512
24,1.7,1.0,0.2132
